house_area_sqft,lot_area_sqft,bedrooms,bathrooms,year_built,overall_quality,garage_capacity,basement_area_sqft,distance_to_city_center_km,neighborhood,renovation_status,sale_price
2116.0,8377.0,5.0,4.5,1975.0,10.0,2.0,0.0,3.1,Nifas Silk,Fully renovated,1240417.0
1494.0,4282.0,4.0,3.0,2024.0,4.0,3.0,0.0,7.1,Bole,Not renovated,676703.0
1422.0,1416.0,4.0,5.0,2016.0,6.0,2.0,,2.0,Arada,Partially renovated,909323.0
1877.0,6172.0,6.0,4.5,2000.0,7.0,1.0,1325.0,0.8,Lideta,Not renovated,1187701.0
999.0,5129.0,3.0,2.5,2018.0,9.0,1.0,546.0,3.1,Bole,Partially renovated,902812.0
1747.0,7144.0,4.0,2.0,1955.0,5.0,0.0,1519.0,2.6,Nifas Silk,Not renovated,697958.0
2970.0,6156.0,6.0,4.0,1944.0,6.0,2.0,2176.0,4.9,Bole,,1681611.0
1816.0,2158.0,4.0,4.0,1987.0,7.0,3.0,1208.0,2.6,Arada,Not renovated,993257.0
1364.0,5834.0,3.0,2.0,1967.0,7.0,3.0,711.0,3.9,Bole,Not renovated,928915.0
1305.0,6403.0,2.0,1.0,1990.0,6.0,2.0,920.0,3.5,Yeka,Partially renovated,859674.0
1348.0,4050.0,2.0,2.0,1999.0,6.0,1.0,1172.0,10.1,Yeka,Not renovated,618578.0
1422.0,5501.0,3.0,3.0,2013.0,4.0,3.0,984.0,2.7,Nifas Silk,Not renovated,657769.0
1363.0,4075.0,2.0,2.0,1972.0,6.0,2.0,435.0,6.8,Arada,Fully renovated,825387.0
2117.0,6016.0,5.0,3.5,2003.0,6.0,2.0,0.0,4.5,Yeka,Not renovated,1430939.0
860.0,900.0,1.0,1.0,1995.0,7.0,0.0,223.0,8.6,Kirkos,Partially renovated,577027.0
2078.0,4095.0,3.0,2.5,2002.0,5.0,0.0,0.0,12.0,Bole,Fully renovated,1062599.0
1362.0,2774.0,2.0,2.0,1985.0,7.0,,0.0,4.4,Yeka,Partially renovated,865589.0
1762.0,7483.0,4.0,2.0,2023.0,8.0,3.0,0.0,1.2,Kirkos,Not renovated,1163286.0
1057.0,1596.0,2.0,2.5,1993.0,6.0,2.0,0.0,2.0,Bole,Partially renovated,717244.0
2435.0,5303.0,6.0,5.0,2024.0,7.0,2.0,,1.6,Nifas Silk,Partially renovated,1179160.0
2367.0,7569.0,5.0,4.5,1979.0,6.0,2.0,1813.0,3.4,Lideta,Not renovated,1067483.0
2148.0,4447.0,6.0,5.0,2010.0,6.0,0.0,793.0,3.0,Bole,Partially renovated,1218162.0
926.0,2006.0,2.0,2.0,1994.0,5.0,,195.0,5.4,Nifas Silk,Fully renovated,578426.0
2055.0,6377.0,5.0,4.0,1988.0,7.0,2.0,1334.0,8.2,Yeka,Not renovated,1220343.0
1779.0,4252.0,4.0,3.5,2008.0,6.0,3.0,0.0,1.1,Arada,Not renovated,898225.0
898.0,3820.0,2.0,1.0,1989.0,9.0,0.0,0.0,4.7,Bole,Partially renovated,725031.0
1537.0,7029.0,3.0,1.5,1942.0,9.0,2.0,956.0,2.7,Kirkos,Not renovated,869878.0
1755.0,2973.0,4.0,3.0,1940.0,7.0,2.0,825.0,4.8,Yeka,Partially renovated,915537.0
1873.0,8218.0,4.0,3.0,2020.0,5.0,2.0,658.0,3.4,Lideta,Not renovated,1041375.0
1646.0,6546.0,3.0,2.5,2020.0,4.0,2.0,1151.0,7.3,Arada,Not renovated,674735.0
1711.0,6215.0,5.0,4.0,2024.0,8.0,,1250.0,2.1,Lideta,Partially renovated,990658.0
2558.0,9151.0,6.0,5.0,1995.0,7.0,1.0,1164.0,2.8,Lideta,Fully renovated,1433919.0
2352.0,7007.0,5.0,4.5,1969.0,7.0,2.0,1144.0,4.2,Bole,Not renovated,1400078.0
585.0,2452.0,1.0,1.0,1987.0,3.0,0.0,0.0,3.6,Lideta,Fully renovated,389539.0
1391.0,,3.0,2.5,1995.0,8.0,,438.0,4.2,Lideta,Not renovated,911728.0
1466.0,2094.0,3.0,2.0,1975.0,7.0,2.0,616.0,1.3,Arada,Not renovated,731739.0
854.0,3939.0,2.0,1.5,2024.0,4.0,0.0,229.0,10.9,Yeka,Not renovated,374416.0
1600.0,5468.0,3.0,2.5,2024.0,5.0,2.0,1142.0,3.2,Bole,Not renovated,1104646.0
2370.0,8672.0,5.0,2.0,2005.0,7.0,2.0,879.0,2.2,Yeka,Partially renovated,1503099.0
1071.0,3144.0,1.0,2.5,1995.0,6.0,2.0,741.0,4.3,Lideta,Not renovated,636161.0
1738.0,2643.0,4.0,3.5,1969.0,6.0,2.0,975.0,4.7,Kirkos,Not renovated,823218.0
1135.0,2782.0,3.0,2.0,2024.0,6.0,1.0,773.0,13.9,Nifas Silk,Not renovated,568703.0
1233.0,3610.0,2.0,3.0,1997.0,6.0,2.0,1110.0,,Arada,Fully renovated,933126.0
2561.0,7817.0,6.0,4.5,1989.0,6.0,2.0,1214.0,3.6,Yeka,Fully renovated,1739532.0
1289.0,4043.0,4.0,3.0,2005.0,8.0,2.0,370.0,12.4,Lideta,Not renovated,606077.0
1814.0,4371.0,5.0,3.5,1983.0,2.0,2.0,1390.0,10.9,Bole,Not renovated,751917.0
820.0,1913.0,2.0,2.5,1998.0,6.0,1.0,80.0,2.2,Arada,Fully renovated,746611.0
2920.0,7822.0,6.0,4.5,1966.0,6.0,2.0,1235.0,15.9,Yeka,Not renovated,1187551.0
1902.0,,4.0,3.5,2017.0,7.0,3.0,457.0,3.3,Yeka,Fully renovated,1290702.0
1457.0,3244.0,2.0,2.5,1993.0,6.0,2.0,1168.0,5.1,Nifas Silk,Partially renovated,655277.0
1885.0,4964.0,4.0,3.5,2018.0,3.0,2.0,424.0,9.9,Kirkos,Fully renovated,842470.0
960.0,2434.0,3.0,2.5,1991.0,7.0,0.0,441.0,1.1,Arada,Not renovated,600428.0
2317.0,7163.0,5.0,4.5,1992.0,9.0,1.0,1287.0,4.2,Yeka,Not renovated,1504451.0
1388.0,3822.0,3.0,4.0,1971.0,4.0,2.0,0.0,,Lideta,Not renovated,621430.0
1446.0,3987.0,4.0,3.5,2010.0,8.0,3.0,593.0,8.8,Bole,Not renovated,995147.0
1311.0,5869.0,3.0,2.5,1977.0,6.0,1.0,0.0,4.6,Yeka,Not renovated,748120.0
1272.0,3044.0,3.0,2.5,1985.0,6.0,,0.0,1.1,Lideta,Fully renovated,809295.0
1963.0,7273.0,4.0,4.0,1995.0,5.0,2.0,1156.0,13.8,Yeka,Not renovated,763249.0
1691.0,1912.0,3.0,2.0,1997.0,6.0,3.0,596.0,4.7,Arada,Not renovated,925387.0
1935.0,4677.0,6.0,4.5,1961.0,8.0,,1465.0,5.8,Kirkos,Not renovated,1049413.0
1545.0,5453.0,4.0,2.5,1990.0,7.0,3.0,1023.0,1.4,Yeka,Not renovated,952710.0
1845.0,2889.0,4.0,2.5,2011.0,9.0,,0.0,10.7,Yeka,Partially renovated,1118424.0
1344.0,4450.0,3.0,2.0,1987.0,8.0,2.0,0.0,3.3,Kirkos,Not renovated,803378.0
3308.0,11795.0,6.0,4.5,1991.0,7.0,,0.0,2.7,Nifas Silk,Partially renovated,1564428.0
910.0,4408.0,2.0,3.0,1998.0,9.0,0.0,0.0,9.2,Bole,Fully renovated,756182.0
2380.0,6689.0,5.0,4.0,1992.0,7.0,2.0,743.0,1.6,Nifas Silk,Not renovated,1053218.0
2468.0,8226.0,5.0,3.5,1974.0,7.0,0.0,761.0,5.8,Bole,Partially renovated,1577077.0
1160.0,2683.0,3.0,2.0,1994.0,6.0,3.0,395.0,2.7,Lideta,Not renovated,687611.0
3308.0,4939.0,6.0,5.0,2015.0,6.0,0.0,2539.0,6.3,Arada,Not renovated,1483242.0
2174.0,3790.0,6.0,5.0,1974.0,5.0,2.0,1430.0,7.4,Bole,Fully renovated,1359594.0
2156.0,8107.0,5.0,4.0,1988.0,8.0,3.0,0.0,3.2,Lideta,Fully renovated,1231604.0
1565.0,7922.0,4.0,3.0,1967.0,4.0,3.0,1059.0,10.3,Bole,Not renovated,984774.0
1440.0,2381.0,3.0,3.0,2014.0,7.0,3.0,905.0,4.7,Arada,Not renovated,749110.0
1443.0,4358.0,3.0,2.0,1993.0,6.0,2.0,0.0,14.0,Yeka,Not renovated,681448.0
1770.0,7867.0,4.0,3.5,1978.0,8.0,1.0,1197.0,,Bole,Not renovated,1066380.0
2496.0,9699.0,6.0,5.0,1997.0,7.0,2.0,1241.0,5.0,Kirkos,Partially renovated,1424707.0
1649.0,4848.0,4.0,3.5,1971.0,9.0,1.0,887.0,5.0,Lideta,Not renovated,840114.0
1137.0,,3.0,2.0,1974.0,7.0,3.0,1080.0,1.7,Nifas Silk,Fully renovated,656718.0
2051.0,8030.0,5.0,4.0,1966.0,4.0,2.0,1596.0,9.2,Bole,Partially renovated,1169544.0
2120.0,9112.0,5.0,3.5,1974.0,6.0,2.0,0.0,3.0,Yeka,Not renovated,1016362.0
1936.0,4738.0,4.0,2.5,2022.0,4.0,0.0,0.0,5.4,Kirkos,Fully renovated,1022579.0
1997.0,7842.0,3.0,3.0,1980.0,5.0,2.0,641.0,13.9,Yeka,Partially renovated,984005.0
1414.0,2892.0,3.0,3.0,2004.0,9.0,3.0,341.0,10.1,Nifas Silk,Not renovated,690810.0
1130.0,4556.0,3.0,2.5,1978.0,7.0,2.0,314.0,2.3,Kirkos,Partially renovated,813516.0
1154.0,2346.0,3.0,2.5,2010.0,5.0,1.0,516.0,4.7,Arada,Fully renovated,690620.0
889.0,993.0,2.0,1.5,1974.0,5.0,1.0,627.0,5.8,Kirkos,Fully renovated,430090.0
1680.0,3190.0,4.0,3.0,1996.0,6.0,2.0,896.0,10.9,Yeka,Not renovated,748719.0
1507.0,4625.0,3.0,2.0,1996.0,4.0,1.0,0.0,9.9,Kirkos,Partially renovated,711866.0
1335.0,3278.0,3.0,2.0,2024.0,5.0,3.0,1051.0,6.8,Lideta,Fully renovated,806921.0
567.0,1432.0,2.0,3.0,2008.0,7.0,0.0,325.0,6.4,Bole,Fully renovated,567370.0
1014.0,2483.0,2.0,2.0,1983.0,8.0,1.0,490.0,4.6,Bole,Not renovated,666850.0
2269.0,5785.0,6.0,5.0,2009.0,7.0,2.0,1257.0,5.7,Nifas Silk,Not renovated,1029756.0
1236.0,4454.0,2.0,2.5,2024.0,3.0,2.0,0.0,3.9,Arada,Fully renovated,864799.0
1752.0,6387.0,4.0,3.5,1962.0,7.0,1.0,1040.0,7.8,Lideta,Not renovated,652867.0
966.0,3754.0,3.0,2.5,1978.0,6.0,0.0,564.0,6.6,Yeka,,647384.0
2528.0,5221.0,6.0,4.5,1990.0,7.0,0.0,0.0,9.0,Arada,Partially renovated,1279959.0
1476.0,3119.0,3.0,2.5,1987.0,9.0,2.0,0.0,8.8,Kirkos,Partially renovated,910320.0
1711.0,7421.0,4.0,3.5,1988.0,3.0,2.0,986.0,3.0,Kirkos,Partially renovated,1010246.0
3418.0,5748.0,6.0,4.5,1969.0,5.0,3.0,912.0,0.6,Arada,Not renovated,1347898.0
2596.0,7150.0,4.0,3.0,2023.0,7.0,2.0,1914.0,2.8,Lideta,Partially renovated,1276187.0
1397.0,5728.0,3.0,2.0,1967.0,4.0,2.0,639.0,5.6,Yeka,Not renovated,684462.0
1267.0,5069.0,3.0,2.5,1991.0,8.0,1.0,697.0,3.9,Lideta,Fully renovated,837673.0
1388.0,4279.0,3.0,2.5,2016.0,7.0,2.0,0.0,3.8,Bole,Not renovated,762125.0
1843.0,6392.0,4.0,2.0,1994.0,8.0,1.0,0.0,2.7,Yeka,Not renovated,1127011.0
1496.0,5264.0,4.0,3.5,1975.0,5.0,2.0,547.0,6.2,Arada,Fully renovated,863261.0
1355.0,5102.0,3.0,3.0,1968.0,7.0,1.0,582.0,1.1,Nifas Silk,Partially renovated,548479.0
2553.0,3485.0,5.0,5.0,1990.0,8.0,3.0,1196.0,6.7,Lideta,Not renovated,1218303.0
1491.0,3431.0,4.0,3.0,1980.0,7.0,3.0,1304.0,6.8,Arada,Not renovated,755317.0
3388.0,11575.0,6.0,4.0,1999.0,7.0,2.0,0.0,8.9,Nifas Silk,Partially renovated,1420894.0
1599.0,3816.0,4.0,2.5,1967.0,7.0,2.0,0.0,18.0,Yeka,Fully renovated,708614.0
2844.0,10497.0,6.0,4.5,2011.0,5.0,1.0,1705.0,0.6,Nifas Silk,Not renovated,1189774.0
1750.0,4086.0,6.0,4.5,1997.0,6.0,2.0,0.0,6.6,Nifas Silk,Fully renovated,1045604.0
2150.0,8868.0,4.0,2.5,1999.0,6.0,1.0,0.0,7.5,Arada,Not renovated,994632.0
1212.0,4700.0,3.0,2.5,2024.0,7.0,1.0,,2.8,Nifas Silk,Partially renovated,536214.0
1159.0,2777.0,3.0,1.5,1986.0,8.0,2.0,235.0,4.1,Yeka,Not renovated,765749.0
1812.0,6767.0,4.0,3.5,1980.0,5.0,2.0,1304.0,3.3,Kirkos,Not renovated,901179.0
2169.0,5607.0,6.0,4.0,1984.0,6.0,2.0,1644.0,6.9,Nifas Silk,Fully renovated,967668.0
1571.0,4765.0,4.0,3.0,1991.0,8.0,2.0,0.0,9.5,Arada,Not renovated,865825.0
1001.0,1381.0,2.0,1.0,1993.0,5.0,0.0,511.0,1.9,Bole,Fully renovated,757889.0
976.0,3200.0,2.0,1.5,1978.0,5.0,1.0,,6.2,Lideta,Not renovated,391246.0
954.0,4611.0,2.0,1.5,1955.0,7.0,0.0,598.0,10.7,Lideta,Not renovated,266874.0
850.0,3526.0,2.0,2.0,1984.0,8.0,0.0,0.0,3.0,Nifas Silk,Fully renovated,372317.0
1609.0,6316.0,4.0,3.5,2002.0,6.0,0.0,410.0,0.5,Lideta,Partially renovated,906203.0
2272.0,9807.0,5.0,4.5,1998.0,8.0,2.0,525.0,2.4,Lideta,Not renovated,1173856.0
1543.0,2573.0,4.0,3.5,2019.0,8.0,2.0,952.0,2.2,Kirkos,Partially renovated,1019638.0
719.0,3798.0,2.0,2.5,2024.0,8.0,1.0,201.0,2.5,Bole,Not renovated,606685.0
1453.0,4442.0,3.0,3.5,2010.0,7.0,2.0,460.0,13.7,Nifas Silk,,786984.0
1467.0,4701.0,3.0,3.0,2023.0,10.0,2.0,0.0,15.7,Kirkos,Not renovated,897193.0
3161.0,10012.0,6.0,4.5,2010.0,6.0,2.0,1060.0,11.6,Lideta,Partially renovated,1390672.0
944.0,3070.0,3.0,3.0,2024.0,3.0,0.0,,3.9,Lideta,Not renovated,542246.0
1357.0,3290.0,3.0,3.0,2024.0,9.0,2.0,1011.0,11.9,Arada,Partially renovated,813302.0
2768.0,6477.0,6.0,5.0,2014.0,5.0,,,0.7,Yeka,Fully renovated,1492681.0
1806.0,3432.0,3.0,1.5,2009.0,6.0,0.0,550.0,2.1,Kirkos,Fully renovated,975365.0
1877.0,5876.0,6.0,4.0,1991.0,8.0,2.0,920.0,7.9,,Not renovated,908277.0
1612.0,6876.0,3.0,2.5,1994.0,4.0,1.0,1239.0,3.2,Nifas Silk,Not renovated,482681.0
1734.0,5731.0,4.0,3.5,1988.0,4.0,2.0,833.0,1.9,Arada,Not renovated,777550.0
2019.0,7093.0,5.0,4.0,2007.0,4.0,2.0,0.0,6.1,Arada,Fully renovated,1117223.0
1177.0,2792.0,2.0,2.5,1981.0,5.0,2.0,769.0,6.2,Kirkos,Not renovated,671620.0
2089.0,5990.0,5.0,4.5,1991.0,7.0,2.0,0.0,6.6,Nifas Silk,Partially renovated,1040308.0
972.0,2037.0,2.0,2.5,1948.0,7.0,0.0,,7.1,Arada,Not renovated,475918.0
1733.0,7064.0,6.0,5.0,2024.0,7.0,0.0,996.0,5.9,Kirkos,Fully renovated,1296394.0
1647.0,3170.0,4.0,2.5,1991.0,4.0,2.0,515.0,4.4,Nifas Silk,Not renovated,544428.0
1257.0,4727.0,4.0,3.5,2004.0,3.0,2.0,865.0,5.0,Nifas Silk,Partially renovated,513837.0
1538.0,5711.0,4.0,3.0,2024.0,6.0,2.0,983.0,8.0,Arada,Fully renovated,1048578.0
1254.0,3226.0,3.0,1.5,2001.0,5.0,2.0,0.0,5.8,Arada,Fully renovated,711838.0
1077.0,4401.0,2.0,1.5,2024.0,7.0,2.0,640.0,3.4,Kirkos,Partially renovated,710549.0
1374.0,2662.0,4.0,4.0,1970.0,7.0,2.0,747.0,2.8,Kirkos,Partially renovated,930638.0
1065.0,3541.0,2.0,2.0,2024.0,6.0,3.0,340.0,4.9,Lideta,Partially renovated,614015.0
1730.0,6426.0,5.0,5.0,2017.0,7.0,2.0,0.0,10.7,Yeka,Not renovated,922977.0
1048.0,,3.0,2.5,1999.0,7.0,2.0,796.0,7.2,Kirkos,Not renovated,582787.0
1975.0,7130.0,3.0,4.0,2024.0,7.0,0.0,,11.0,Kirkos,Partially renovated,1108525.0
1037.0,4464.0,2.0,2.0,1972.0,5.0,1.0,852.0,3.8,Nifas Silk,Partially renovated,533250.0
1279.0,4762.0,3.0,2.5,1989.0,6.0,2.0,813.0,5.5,Bole,Not renovated,934716.0
1253.0,2742.0,3.0,2.0,2024.0,7.0,2.0,,6.0,Arada,Not renovated,686934.0
2432.0,10550.0,6.0,5.0,1958.0,7.0,2.0,866.0,8.2,Lideta,Partially renovated,1168088.0
1734.0,5929.0,3.0,2.0,2006.0,6.0,2.0,535.0,3.8,Bole,Not renovated,1139239.0
1442.0,4388.0,3.0,2.0,2006.0,7.0,1.0,749.0,7.1,Bole,Partially renovated,1028967.0
1836.0,7509.0,4.0,4.0,2024.0,6.0,2.0,914.0,10.3,Kirkos,Partially renovated,1039704.0
757.0,2048.0,2.0,2.5,1963.0,6.0,0.0,0.0,,Kirkos,Not renovated,291824.0
1527.0,4531.0,3.0,3.0,2024.0,7.0,2.0,841.0,2.5,Lideta,Not renovated,764358.0
3057.0,5701.0,6.0,4.5,1984.0,3.0,2.0,1959.0,10.5,,Not renovated,1047689.0
1621.0,3535.0,3.0,2.5,1986.0,4.0,3.0,0.0,7.6,Kirkos,Not renovated,703225.0
1586.0,6142.0,4.0,3.0,1971.0,4.0,1.0,1503.0,1.6,Bole,Partially renovated,902867.0
1868.0,4443.0,4.0,3.5,1973.0,3.0,2.0,765.0,4.6,Kirkos,Partially renovated,966058.0
2102.0,5708.0,4.0,4.0,2003.0,5.0,3.0,1498.0,,Bole,Fully renovated,1078782.0
786.0,,1.0,1.5,1973.0,7.0,0.0,641.0,6.8,Bole,Not renovated,376654.0
875.0,2794.0,2.0,3.0,2010.0,6.0,0.0,0.0,,Lideta,Partially renovated,534106.0
1665.0,7820.0,5.0,4.5,1982.0,7.0,3.0,725.0,2.3,Arada,Not renovated,1043540.0
1216.0,5758.0,3.0,2.5,1971.0,8.0,1.0,305.0,2.3,Yeka,Fully renovated,701873.0
2421.0,4387.0,5.0,4.5,1984.0,8.0,2.0,0.0,7.9,Nifas Silk,Not renovated,906878.0
1392.0,4416.0,1.0,2.0,2002.0,6.0,1.0,677.0,2.4,Arada,Partially renovated,766661.0
803.0,1339.0,2.0,3.0,1989.0,8.0,0.0,,6.1,Yeka,Partially renovated,695482.0
1007.0,2686.0,2.0,2.5,1996.0,6.0,2.0,0.0,4.6,Lideta,Not renovated,694802.0
609.0,2355.0,2.0,2.0,2009.0,5.0,0.0,282.0,5.8,Bole,Fully renovated,480070.0
1431.0,3420.0,3.0,2.5,2017.0,5.0,3.0,798.0,4.3,Yeka,Not renovated,806543.0
1454.0,3851.0,4.0,3.5,1989.0,4.0,,1180.0,6.6,Lideta,Not renovated,561812.0
1342.0,4245.0,4.0,4.0,1974.0,5.0,,972.0,8.8,Lideta,Partially renovated,710025.0
2237.0,6131.0,5.0,4.0,1997.0,6.0,3.0,,4.3,Nifas Silk,Not renovated,1083426.0
2330.0,6120.0,5.0,4.0,2004.0,7.0,2.0,0.0,8.4,Bole,Not renovated,1411948.0
1463.0,5745.0,3.0,2.5,1966.0,9.0,1.0,456.0,11.3,Bole,Not renovated,884299.0
750.0,2347.0,2.0,1.5,1977.0,4.0,0.0,280.0,6.0,Nifas Silk,Not renovated,240622.0
1912.0,4393.0,4.0,3.0,1981.0,7.0,2.0,981.0,,Lideta,Fully renovated,1008444.0
1872.0,6895.0,5.0,4.0,1991.0,5.0,2.0,672.0,1.9,Kirkos,Partially renovated,1164364.0
1722.0,7242.0,4.0,4.0,1980.0,7.0,2.0,1345.0,4.4,Bole,Not renovated,1081101.0
2164.0,4035.0,4.0,3.0,2009.0,6.0,1.0,1518.0,1.4,Kirkos,Not renovated,943447.0
1043.0,3277.0,4.0,3.0,1963.0,3.0,2.0,,3.4,Nifas Silk,Fully renovated,497663.0
3069.0,7419.0,6.0,4.0,1963.0,8.0,2.0,1179.0,4.4,Yeka,Fully renovated,1889644.0
1119.0,4074.0,2.0,2.0,1988.0,5.0,2.0,530.0,15.0,Kirkos,Not renovated,327893.0
2000.0,4217.0,5.0,4.5,1991.0,5.0,3.0,,2.8,Lideta,Partially renovated,1000829.0
873.0,3289.0,2.0,2.5,1966.0,5.0,0.0,437.0,4.8,Kirkos,Not renovated,503682.0
1130.0,2852.0,2.0,2.0,1983.0,5.0,2.0,312.0,2.4,Yeka,Not renovated,804180.0
2596.0,7738.0,6.0,5.0,1987.0,7.0,2.0,2102.0,4.2,Lideta,Fully renovated,1324929.0
1418.0,6199.0,3.0,2.5,1987.0,6.0,2.0,,6.7,Bole,Fully renovated,1025396.0
2062.0,4997.0,5.0,4.0,1998.0,7.0,2.0,0.0,7.3,Yeka,Not renovated,1192178.0
1680.0,6493.0,2.0,2.0,1982.0,7.0,2.0,1230.0,3.8,Nifas Silk,Fully renovated,950247.0
1496.0,7057.0,5.0,4.0,2024.0,8.0,2.0,584.0,3.1,Nifas Silk,Partially renovated,836891.0
2464.0,10370.0,6.0,4.5,2005.0,6.0,2.0,774.0,12.3,Nifas Silk,Partially renovated,976853.0
1430.0,3025.0,4.0,3.5,1979.0,4.0,2.0,845.0,3.6,Yeka,Partially renovated,811100.0
846.0,3482.0,1.0,1.0,1997.0,8.0,0.0,,0.8,Arada,Not renovated,555905.0
1180.0,1850.0,2.0,1.5,1997.0,6.0,2.0,0.0,10.4,Nifas Silk,Fully renovated,503791.0
1869.0,5300.0,4.0,4.0,2019.0,8.0,2.0,376.0,1.0,Bole,Not renovated,1398556.0
1773.0,7747.0,5.0,5.0,1983.0,7.0,2.0,557.0,10.4,Kirkos,Not renovated,920246.0
910.0,3687.0,2.0,1.0,2010.0,6.0,0.0,621.0,1.4,Lideta,Not renovated,349672.0
1212.0,3676.0,3.0,2.0,1996.0,7.0,1.0,0.0,1.7,Nifas Silk,Fully renovated,691628.0
1272.0,4043.0,3.0,2.0,2024.0,9.0,3.0,833.0,2.1,Nifas Silk,Not renovated,816716.0
1369.0,5491.0,3.0,2.5,2021.0,9.0,3.0,1031.0,3.4,Arada,Not renovated,965789.0
971.0,3826.0,2.0,2.5,1999.0,6.0,0.0,0.0,10.4,Lideta,Partially renovated,495950.0
1252.0,3745.0,4.0,3.5,1990.0,6.0,2.0,0.0,2.1,Nifas Silk,Not renovated,761742.0
1210.0,5172.0,2.0,2.0,2005.0,8.0,2.0,461.0,6.6,Bole,Not renovated,743786.0
2015.0,3967.0,4.0,3.5,1991.0,5.0,2.0,789.0,5.7,Lideta,Not renovated,794613.0
2041.0,4371.0,3.0,2.0,2024.0,7.0,3.0,825.0,5.1,Yeka,Partially renovated,1364959.0
1475.0,6453.0,3.0,2.5,1997.0,6.0,,1014.0,9.2,Arada,Not renovated,535336.0
1357.0,5803.0,3.0,2.5,1987.0,7.0,0.0,570.0,5.4,Nifas Silk,,623341.0
1626.0,3619.0,3.0,1.5,1986.0,5.0,2.0,0.0,5.7,Lideta,Partially renovated,812227.0
1174.0,2373.0,2.0,1.0,1971.0,4.0,1.0,641.0,7.8,Kirkos,Fully renovated,660093.0
1050.0,1725.0,1.0,1.0,2006.0,3.0,2.0,824.0,3.5,Kirkos,Partially renovated,616732.0
1126.0,5360.0,2.0,2.0,1979.0,4.0,2.0,641.0,4.8,Bole,Not renovated,707977.0
1249.0,2337.0,4.0,3.5,2017.0,5.0,1.0,531.0,6.0,Nifas Silk,Fully renovated,574928.0
1044.0,2879.0,3.0,3.0,1969.0,6.0,2.0,754.0,8.7,Lideta,,706288.0
1638.0,6532.0,4.0,2.0,1998.0,9.0,,0.0,4.4,Lideta,Partially renovated,865604.0
1986.0,2574.0,4.0,2.5,2018.0,8.0,2.0,1228.0,4.8,Kirkos,Not renovated,1019591.0
904.0,1991.0,1.0,1.5,1952.0,5.0,,608.0,6.5,Arada,Not renovated,420722.0
1563.0,5024.0,3.0,1.0,2024.0,7.0,1.0,0.0,4.5,Nifas Silk,Partially renovated,729894.0
1438.0,7026.0,3.0,3.0,1986.0,6.0,2.0,442.0,2.9,Lideta,Not renovated,749867.0
1741.0,4228.0,5.0,3.0,1998.0,6.0,2.0,504.0,7.7,Bole,Not renovated,1017211.0
1543.0,3335.0,4.0,3.5,2006.0,6.0,2.0,0.0,5.4,Nifas Silk,Not renovated,848516.0
946.0,2306.0,3.0,2.0,2010.0,7.0,1.0,510.0,3.7,Yeka,Not renovated,684419.0
1009.0,3379.0,2.0,2.5,2000.0,6.0,1.0,899.0,2.1,Kirkos,Partially renovated,637310.0
1566.0,6668.0,4.0,5.0,2015.0,8.0,2.0,974.0,1.0,Lideta,Not renovated,1012761.0
2199.0,3964.0,5.0,2.5,2005.0,4.0,2.0,1665.0,6.8,Nifas Silk,Partially renovated,785350.0
730.0,1619.0,2.0,2.0,2024.0,6.0,1.0,506.0,2.8,Arada,Fully renovated,674053.0
1743.0,7185.0,5.0,3.0,2005.0,10.0,2.0,1254.0,1.4,Lideta,Not renovated,1085254.0
2323.0,3766.0,4.0,3.5,2024.0,7.0,3.0,684.0,2.6,Bole,Not renovated,1442278.0
1471.0,3360.0,3.0,2.5,2013.0,8.0,2.0,0.0,,Lideta,Not renovated,616802.0
1869.0,5626.0,5.0,4.0,1959.0,6.0,1.0,1117.0,2.8,Lideta,Not renovated,662867.0
1220.0,2913.0,2.0,1.5,2024.0,7.0,2.0,0.0,6.1,Bole,Fully renovated,787797.0
1488.0,2756.0,3.0,3.0,1984.0,6.0,1.0,561.0,3.2,Lideta,Partially renovated,896833.0
893.0,2746.0,2.0,1.0,2024.0,6.0,0.0,777.0,4.8,Bole,Fully renovated,600844.0
698.0,900.0,1.0,2.0,1996.0,5.0,0.0,371.0,5.1,,Fully renovated,523215.0
2136.0,6326.0,4.0,3.0,2016.0,7.0,1.0,960.0,7.5,Kirkos,Not renovated,1036109.0
1109.0,,3.0,1.5,1981.0,5.0,2.0,772.0,7.6,Kirkos,Partially renovated,594120.0
1328.0,4407.0,4.0,4.0,2008.0,7.0,3.0,547.0,4.9,Arada,Not renovated,823380.0
967.0,1972.0,3.0,2.5,1990.0,8.0,1.0,0.0,2.4,Lideta,Not renovated,713280.0
960.0,3832.0,2.0,3.0,2024.0,7.0,1.0,625.0,9.9,Nifas Silk,Not renovated,550011.0
1461.0,3483.0,3.0,3.0,2004.0,6.0,2.0,0.0,3.6,Nifas Silk,Not renovated,708475.0
1209.0,5036.0,2.0,1.5,2014.0,7.0,2.0,566.0,0.5,Nifas Silk,Partially renovated,830044.0
1763.0,4718.0,4.0,3.0,1952.0,6.0,1.0,1077.0,5.8,Lideta,Partially renovated,755842.0
1808.0,7402.0,6.0,4.5,1993.0,8.0,1.0,885.0,6.0,Lideta,Not renovated,1046778.0
1729.0,3970.0,4.0,4.0,2003.0,3.0,1.0,0.0,3.7,Yeka,Not renovated,855126.0
1681.0,3175.0,3.0,2.5,1999.0,6.0,2.0,551.0,1.4,Bole,Partially renovated,1161286.0
